0, 0, -10.3132, 0, 0, 0, 
-0.00417476, -0.0166159, -10.3392, -0.000382455, 0.018505, 0.034756, 
-0.0120695, -0.0480573, -10.3887, -0.00110602, 0.0535137, 0.10051, 
-0.0232783, -0.0927226, -10.4593, -0.00213393, 0.103246, 0.193912, 
-0.0374393, -0.149187, -10.5492, -0.00343346, 0.16611, 0.311972, 
-0.0542299, -0.216181, -10.6566, -0.00497541, 0.240683, 0.452023, 
-0.0733626, -0.292569, -10.7799, -0.00673369, 0.325699, 0.611688, 
-0.0945815, -0.37734, -10.9176, -0.00868498, 0.420027, 0.788845, 
-0.117659, -0.469592, -11.0683, -0.0108084, 0.522659, 0.981604, 
-0.142392, -0.568519, -11.2309, -0.0130853, 0.632696, 1.18828, 
-0.1686, -0.673402, -11.4043, -0.0154988, 0.749336, 1.40736, 
-0.196123, -0.783602, -11.5874, -0.0180342, 0.871865, 1.6375, 
-0.224817, -0.898544, -11.7792, -0.020678, 0.999645, 1.87752, 
-0.254556, -1.01772, -11.979, -0.0234183, 1.13211, 2.12634, 
-0.285225, -1.14067, -12.1858, -0.0262446, 1.26875, 2.38301, 
-0.316724, -1.267, -12.399, -0.0291472, 1.40911, 2.64668, 
-0.348962, -1.39633, -12.6178, -0.0321179, 1.55279, 2.9166, 
-0.38186, -1.52835, -12.8418, -0.0351492, 1.69943, 3.19208, 
-0.415345, -1.66276, -13.0704, -0.0382344, 1.84871, 3.47253, 
-0.449354, -1.7993, -13.303, -0.0413675, 2.00035, 3.7574, 
-0.48383, -1.93776, -13.5392, -0.0445434, 2.15409, 4.04623, 
-0.518722, -2.07792, -13.7787, -0.0477575, 2.3097, 4.33858, 
-0.553984, -2.21959, -14.021, -0.0510054, 2.46697, 4.63407, 
-0.589578, -2.36262, -14.2659, -0.0542836, 2.62574, 4.93236, 
-0.625466, -2.50686, -14.5131, -0.0575888, 2.78584, 5.23315, 
-0.661616, -2.65217, -14.7623, -0.0609181, 2.94712, 5.53617, 
-0.698001, -2.79845, -15.0133, -0.0642689, 3.10945, 5.84118, 
-0.734594, -2.94558, -15.2659, -0.067639, 3.27273, 6.14796, 
-0.771373, -3.09348, -15.5199, -0.0710261, 3.43685, 6.45632, 
-0.808317, -3.24206, -15.7752, -0.0744287, 3.60172, 6.76608, 
-0.845409, -3.39125, -16.0316, -0.0778449, 3.76726, 7.07711, 
-0.882632, -3.54098, -16.2889, -0.0812734, 3.93339, 7.38925, 
-0.919972, -3.6912, -16.5471, -0.0847129, 4.10005, 7.7024, 
-0.957417, -3.84185, -16.8061, -0.0881622, 4.26719, 8.01644, 
-0.994954, -3.99288, -17.0658, -0.0916203, 4.43475, 8.33127, 
-1.03257, -4.14426, -17.3261, -0.0950863, 4.60269, 8.64681, 
-1.07027, -4.29594, -17.587, -0.0985593, 4.77097, 8.96298, 
-1.10803, -4.4479, -17.8483, -0.102039, 4.93954, 9.27972, 
-1.14585, -4.6001, -18.11, -0.105524, 5.10839, 9.59696, 
-1.18372, -4.75251, -18.3721, -0.109014, 5.27747, 9.91465, 
-1.22163, -4.90513, -18.6345, -0.112509, 5.44677, 10.2327, 
-1.25959, -5.05791, -18.8972, -0.116008, 5.61626, 10.5512, 
-1.29759, -5.21085, -19.1602, -0.11951, 5.78591, 10.87, 
-1.33561, -5.36392, -19.4234, -0.123016, 5.95572, 11.189, 
-1.37367, -5.51712, -19.6868, -0.126525, 6.12567, 11.5083, 
-1.41176, -5.67042, -19.9504, -0.130037, 6.29573, 11.8278, 
-1.44986, -5.82383, -20.2141, -0.133551, 6.4659, 12.1476, 
-1.48799, -5.97732, -20.478, -0.137067, 6.63617, 12.4675, 
-1.52614, -6.13088, -20.742, -0.140585, 6.80653, 12.7875, 
-1.5643, -6.28452, -21.0061, -0.144105, 6.97696, 13.1077, 
-1.60247, -6.43822, -21.2703, -0.147627, 7.14746, 13.4281, 
-1.64067, -6.59197, -21.5346, -0.15115, 7.31802, 13.7485, 
-1.67887, -6.74577, -21.799, -0.154674, 7.48864, 14.0691, 
-1.71708, -6.89962, -22.0634, -0.1582, 7.65931, 14.3897, 
-1.7553, -7.05351, -22.3279, -0.161727, 7.83002, 14.7105, 
