0, 0, -10.3132, 0, 0, 0, 
-0.00417099, -0.0166216, -10.3392, -0.000382455, 0.0185048, 0.034756, 
-0.0120766, -0.0480433, -10.3877, -0.00110602, 0.0535175, 0.10051, 
-0.0233433, -0.0925996, -10.4547, -0.0021341, 0.103279, 0.193912, 
-0.0376418, -0.148802, -10.5369, -0.00343454, 0.166212, 0.311972, 
-0.0546731, -0.215328, -10.6319, -0.00497918, 0.24091, 0.452022, 
-0.0741628, -0.291012, -10.7376, -0.00674329, 0.326112, 0.611686, 
-0.0958579, -0.374824, -10.8528, -0.00870512, 0.420691, 0.78884, 
-0.119525, -0.465861, -10.9763, -0.0108455, 0.523641, 0.981593, 
-0.14495, -0.563326, -11.1072, -0.0131473, 0.634057, 1.18825, 
-0.171939, -0.666515, -11.245, -0.0155955, 0.751134, 1.40732, 
-0.200312, -0.77481, -11.389, -0.0181766, 0.874148, 1.63744, 
-0.22991, -0.88766, -11.5387, -0.0208784, 1.00246, 1.87743, 
-0.260587, -1.00458, -11.6939, -0.0236899, 1.13548, 2.1262, 
-0.292213, -1.12514, -11.8541, -0.0266014, 1.27271, 2.38282, 
-0.324671, -1.24895, -12.0191, -0.0296037, 1.41368, 2.64642, 
-0.357858, -1.37568, -12.1886, -0.0326887, 1.55798, 2.91624, 
-0.39168, -1.50502, -12.3625, -0.0358488, 1.70525, 3.19161, 
-0.426057, -1.6367, -12.5405, -0.0390773, 1.85515, 3.47193, 
-0.460915, -1.77048, -12.7226, -0.0423676, 2.00741, 3.75666, 
-0.496191, -1.90615, -12.9084, -0.0457139, 2.16175, 4.04531, 
-0.531828, -2.04352, -13.0979, -0.0491107, 2.31795, 4.33746, 
-0.567778, -2.1824, -13.291, -0.052553, 2.4758, 4.63272, 
-0.603997, -2.32266, -13.4876, -0.0560361, 2.63512, 4.93076, 
-0.640448, -2.46415, -13.6874, -0.0595556, 2.79573, 5.23127, 
-0.677098, -2.60675, -13.8905, -0.0631074, 2.95751, 5.53398, 
-0.713919, -2.75035, -14.0967, -0.0666878, 3.1203, 5.83864, 
-0.750887, -2.89486, -14.3059, -0.0702932, 3.28401, 6.14505, 
-0.787981, -3.04018, -14.5179, -0.0739205, 3.44852, 6.45301, 
-0.825182, -3.18623, -14.7328, -0.0775665, 3.61375, 6.76234, 
-0.862475, -3.33295, -14.9503, -0.0812284, 3.77961, 7.0729, 
-0.899847, -3.48028, -15.1705, -0.0849039, 3.94603, 7.38456, 
-0.937286, -3.62815, -15.3931, -0.0885904, 4.11295, 7.69718, 
-0.974783, -3.77651, -15.6181, -0.0922858, 4.2803, 8.01066, 
-1.01233, -3.92532, -15.8455, -0.0959882, 4.44804, 8.32491, 
-1.04992, -4.07454, -16.075, -0.0996957, 4.61612, 8.63984, 
-1.08755, -4.22413, -16.3066, -0.103407, 4.7845, 8.95537, 
-1.12521, -4.37405, -16.5403, -0.10712, 4.95314, 9.27144, 
-1.16289, -4.52429, -16.7759, -0.110834, 5.12202, 9.58798, 
-1.20061, -4.6748, -17.0134, -0.114548, 5.2911, 9.90495, 
-1.23834, -4.82556, -17.2525, -0.11826, 5.46037, 10.2223, 
-1.2761, -4.97656, -17.4934, -0.121971, 5.62979, 10.54, 
-1.31387, -5.12777, -17.7359, -0.125678, 5.79935, 10.8579, 
-1.35166, -5.27918, -17.9798, -0.129382, 5.96903, 11.1761, 
-1.38946, -5.43076, -18.2252, -0.133081, 6.13881, 11.4946, 
-1.42727, -5.58251, -18.4719, -0.136776, 6.30869, 11.8132, 
