0, 0, -10.3132, 0, 0, 0, 0, 
0.000250476, -0.0122918, -10.3407, -0.0026172, 0.0243008, 0.0315564, 0, 
0.000725014, -0.035548, -10.393, -0.00756866, 0.0702745, 0.0912577, 0, 
0.00140258, -0.0685878, -10.4678, -0.0146022, 0.135578, 0.176061, 0, 
0.0022641, -0.110358, -10.5629, -0.0234929, 0.21812, 0.283252, 0, 
0.00329275, -0.159918, -10.6765, -0.0340402, 0.316035, 0.41041, 0, 
0.00447335, -0.216432, -10.8069, -0.0460651, 0.427661, 0.555375, 0, 
0.00579205, -0.27915, -10.9526, -0.059408, 0.551513, 0.716223, 0, 
0.00723605, -0.347406, -11.1121, -0.0739263, 0.686269, 0.891235, 0, 
0.00879347, -0.420604, -11.2842, -0.0894929, 0.830748, 1.07888, 0, 
0.0104533, -0.498212, -11.4677, -0.105994, 0.983899, 1.27779, 0, 
0.0122052, -0.579754, -11.6614, -0.123329, 1.14478, 1.48675, 0, 
0.0140399, -0.664806, -11.8643, -0.141407, 1.31256, 1.70467, 0, 
0.0159485, -0.752991, -12.0756, -0.160147, 1.48649, 1.93058, 0, 
0.017923, -0.843969, -12.2944, -0.179478, 1.6659, 2.16361, 0, 
0.0199563, -0.937438, -12.5198, -0.199335, 1.85021, 2.40301, 0, 
0.0220417, -1.03313, -12.7513, -0.219662, 2.03887, 2.64807, 0, 
0.0241732, -1.1308, -12.9882, -0.240407, 2.23143, 2.89819, 0, 
0.0263455, -1.23024, -13.2299, -0.261526, 2.42745, 3.15281, 0, 
0.0285537, -1.33126, -13.4759, -0.282978, 2.62657, 3.41146, 0, 
0.0307936, -1.43368, -13.7257, -0.304726, 2.82845, 3.6737, 0, 
0.0330613, -1.53735, -13.9789, -0.326739, 3.03278, 3.93913, 0, 
0.0353536, -1.64214, -14.2352, -0.348988, 3.23932, 4.20741, 0, 
0.0376674, -1.74792, -14.4942, -0.371448, 3.4478, 4.47824, 0, 
0.04, -1.85459, -14.7556, -0.394095, 3.65804, 4.75134, 0, 
0.0423493, -1.96204, -15.0191, -0.41691, 3.86983, 5.02646, 0, 
0.0447131, -2.07021, -15.2845, -0.439875, 4.08301, 5.30339, 0, 
0.0470896, -2.17899, -15.5516, -0.462973, 4.29743, 5.58192, 0, 
0.0494774, -2.28834, -15.8202, -0.486191, 4.51295, 5.8619, 0, 
0.0518751, -2.39819, -16.0902, -0.509515, 4.72946, 6.14315, 0, 
0.0542815, -2.50848, -16.3613, -0.532933, 4.94685, 6.42555, 0, 
0.0566955, -2.61916, -16.6335, -0.556437, 5.16503, 6.70896, 0, 
0.0591164, -2.7302, -16.9066, -0.580016, 5.3839, 6.99328, 0, 
0.0615432, -2.84155, -17.1805, -0.603663, 5.60339, 7.27842, 0, 
0.0639754, -2.95318, -17.4552, -0.62737, 5.82345, 7.56428, 0, 
0.0664124, -3.06506, -17.7305, -0.651132, 6.044, 7.85078, 0, 
0.0688536, -3.17716, -18.0065, -0.674942, 6.26499, 8.13786, 0, 
0.0712987, -3.28946, -18.2829, -0.698795, 6.48638, 8.42545, 0, 
0.0737472, -3.40193, -18.5598, -0.722686, 6.70812, 8.7135, 0, 
0.0761989, -3.51457, -18.837, -0.746612, 6.93018, 9.00197, 0, 
0.0786535, -3.62734, -19.1147, -0.77057, 7.15252, 9.29079, 0, 
0.0811108, -3.74024, -19.3927, -0.794555, 7.37511, 9.57995, 0, 
0.0835704, -3.85325, -19.6709, -0.818565, 7.59793, 9.86939, 0, 
0.0860324, -3.96636, -19.9494, -0.842597, 7.82094, 10.1591, 0, 
0.0884965, -4.07955, -20.2281, -0.866649, 8.04414, 10.449, 0, 
0.0909626, -4.19283, -20.507, -0.890719, 8.26749, 10.7392, 0, 
0.0934306, -4.30617, -20.7861, -0.914806, 8.49099, 11.0295, 0, 
0.0959005, -4.41958, -21.0653, -0.938907, 8.71461, 11.32, 0, 
0.0983721, -4.53305, -21.3447, -0.963021, 8.93835, 11.6107, 0, 
0.100845, -4.64656, -21.6242, -0.987147, 9.1622, 11.9014, 0, 
0.10332, -4.76012, -21.9038, -1.01128, 9.38613, 12.1923, 0, 
0.105797, -4.87372, -22.1835, -1.03543, 9.61015, 12.4833, 0, 
0.108275, -4.98736, -22.4633, -1.05959, 9.83424, 12.7744, 0, 
0.110755, -5.10103, -22.7431, -1.08375, 10.0584, 13.0656, 0, 
0.113236, -5.21473, -23.0231, -1.10792, 10.2826, 13.3569, 0, 
0.115719, -5.32845, -23.3031, -1.1321, 10.5069, 13.6482, 0, 
0.118203, -5.4422, -23.5831, -1.15628, 10.7312, 13.9396, 0, 
0.120689, -5.55597, -23.8632, -1.18047, 10.9556, 14.2311, 0, 
0.123177, -5.66976, -24.1433, -1.20466, 11.18, 14.5226, 0, 
0.125666, -5.78356, -24.4235, -1.22886, 11.4044, 14.8141, 0, 
0.128157, -5.89738, -24.7037, -1.25307, 11.6289, 15.1057, 0, 
0.130649, -6.01122, -24.9839, -1.27728, 11.8534, 15.3974, 0, 
0.133143, -6.12507, -25.2641, -1.30149, 12.0779, 15.689, 0, 
0.135639, -6.23893, -25.5444, -1.32571, 12.3025, 15.9807, 0, 
0.138137, -6.3528, -25.8247, -1.34993, 12.527, 16.2725, 0, 
0.140637, -6.46668, -26.105, -1.37415, 12.7516, 16.5642, 0, 
0.14314, -6.58057, -26.3854, -1.39838, 12.9763, 16.856, 0, 
0.145645, -6.69448, -26.6657, -1.42261, 13.2009, 17.1478, 0, 
0.148152, -6.80839, -26.9461, -1.44684, 13.4256, 17.4396, 0, 
0.150663, -6.92231, -27.2264, -1.47107, 13.6502, 17.7315, 0, 
0.153176, -7.03624, -27.5068, -1.49531, 13.8749, 18.0234, 0, 
0.155692, -7.15018, -27.7872, -1.51956, 14.0996, 18.3153, 0, 
0.158211, -7.26413, -28.0676, -1.5438, 14.3243, 18.6072, 0, 
0.160733, -7.37808, -28.348, -1.56805, 14.5491, 18.8991, 0, 
0.163257, -7.49205, -28.6285, -1.5923, 14.7738, 19.1911, 0, 
0.165784, -7.60602, -28.9089, -1.61655, 14.9986, 19.483, 0, 
0.168313, -7.71999, -29.1894, -1.64081, 15.2233, 19.775, 0, 
0.170845, -7.83398, -29.4698, -1.66506, 15.4481, 20.067, 0, 
0.17338, -7.94797, -29.7503, -1.68932, 15.6729, 20.359, 0, 
0.175917, -8.06196, -30.0308, -1.71359, 15.8977, 20.651, 0, 
0.178456, -8.17597, -30.3113, -1.73785, 16.1225, 20.9431, 0, 
0.180998, -8.28998, -30.5919, -1.76212, 16.3474, 21.2352, 0, 
0.183543, -8.404, -30.8724, -1.78639, 16.5722, 21.5272, 0, 
0.18609, -8.51803, -31.1529, -1.81066, 16.7971, 21.8193, 0, 
0.188639, -8.63206, -31.4335, -1.83493, 17.0219, 22.1115, 0, 
0.19119, -8.7461, -31.7141, -1.85921, 17.2468, 22.4036, 0, 
0.193744, -8.86015, -31.9947, -1.88349, 17.4717, 22.6957, 0, 
0.196301, -8.9742, -32.2753, -1.90777, 17.6966, 22.9879, 0, 
0.19886, -9.08827, -32.556, -1.93205, 17.9216, 23.2801, 0, 
0.201421, -9.20234, -32.8366, -1.95634, 18.1465, 23.5723, 0, 
0.203985, -9.31642, -33.1173, -1.98063, 18.3715, 23.8645, 0, 
0.206551, -9.4305, -33.398, -2.00492, 18.5964, 24.1568, 0, 
0.209119, -9.5446, -33.6788, -2.02921, 18.8214, 24.449, 0, 
0.21169, -9.6587, -33.9595, -2.0535, 19.0464, 24.7413, 0, 
0.214264, -9.77282, -34.2403, -2.0778, 19.2714, 25.0336, 0, 
0.21684, -9.88694, -34.5211, -2.1021, 19.4965, 25.3259, 0, 
0.219418, -10.0011, -34.8019, -2.1264, 19.7215, 25.6183, 0, 
0.221999, -10.1152, -35.0828, -2.15071, 19.9466, 25.9107, 0, 
0.224582, -10.2294, -35.3637, -2.17501, 20.1717, 26.203, 0, 
0.227168, -10.3435, -35.6446, -2.19932, 20.3968, 26.4955, 0, 
0.229757, -10.4577, -35.9255, -2.22364, 20.622, 26.7879, 0, 
0.232348, -10.5719, -36.2065, -2.24795, 20.8471, 27.0804, 0, 
0.234941, -10.6861, -36.4875, -2.27227, 21.0723, 27.3729, 0, 
0.237537, -10.8003, -36.7685, -2.29659, 21.2975, 27.6654, 0, 
0.240135, -10.9145, -37.0496, -2.32091, 21.5227, 27.958, 0, 
0.242736, -11.0287, -37.3307, -2.34524, 21.748, 28.2506, 0, 
0.245339, -11.143, -37.6118, -2.36957, 21.9732, 28.5432, 0, 
0.247944, -11.2572, -37.893, -2.39391, 22.1985, 28.8358, 0, 
0.250552, -11.3715, -38.1742, -2.41824, 22.4238, 29.1285, 0, 
0.253162, -11.4858, -38.4555, -2.44258, 22.6492, 29.4212, 0, 
0.255774, -11.6001, -38.7367, -2.46692, 22.8746, 29.714, 0, 
0.258388, -11.7144, -39.0181, -2.49127, 23.1, 30.0068, 0, 
0.261005, -11.8287, -39.2994, -2.51562, 23.3254, 30.2996, 0, 
0.263623, -11.9431, -39.5808, -2.53998, 23.5509, 30.5925, 0, 
0.266243, -12.0574, -39.8623, -2.56433, 23.7764, 30.8854, 0, 
0.268865, -12.1718, -40.1437, -2.5887, 24.0019, 31.1783, 0, 
0.271489, -12.2862, -40.4253, -2.61306, 24.2275, 31.4713, 0, 
0.274115, -12.4006, -40.7068, -2.63743, 24.453, 31.7643, 0, 
0.276742, -12.515, -40.9885, -2.66181, 24.6787, 32.0574, 0, 
0.279371, -12.6294, -41.2701, -2.68619, 24.9043, 32.3505, 0, 
0.282001, -12.7439, -41.5518, -2.71057, 25.13, 32.6437, 0, 
0.284633, -12.8584, -41.8336, -2.73496, 25.3558, 32.9369, 0, 
0.287266, -12.9729, -42.1154, -2.75935, 25.5816, 33.2302, 0, 
0.289901, -13.0874, -42.3973, -2.78375, 25.8074, 33.5235, 0, 
0.292537, -13.2019, -42.6792, -2.80815, 26.0333, 33.8169, 0, 
0.295175, -13.3165, -42.9611, -2.83256, 26.2592, 34.1103, 0, 
0.297814, -13.431, -43.2432, -2.85698, 26.4851, 34.4038, 0, 
0.300454, -13.5456, -43.5252, -2.8814, 26.7111, 34.6973, 0, 
0.303096, -13.6603, -43.8074, -2.90583, 26.9372, 34.9909, 0, 
0.30574, -13.7749, -44.0896, -2.93026, 27.1633, 35.2845, 0, 
0.308385, -13.8896, -44.3718, -2.9547, 27.3894, 35.5783, 0, 
0.311032, -14.0042, -44.6541, -2.97915, 27.6156, 35.872, 0, 
0.313681, -14.119, -44.9365, -3.0036, 27.8419, 36.1659, 0, 
0.316332, -14.2337, -45.2189, -3.02806, 28.0682, 36.4598, 0, 
0.318985, -14.3485, -45.5014, -3.05253, 28.2945, 36.7538, 0, 
0.321641, -14.4633, -45.7839, -3.07701, 28.521, 37.0479, 0, 
0.3243, -14.5781, -46.0666, -3.10149, 28.7474, 37.342, 0, 
0.326962, -14.6929, -46.3492, -3.12598, 28.974, 37.6362, 0, 
0.329628, -14.8078, -46.632, -3.15049, 29.2006, 37.9305, 0, 
0.332298, -14.9227, -46.9148, -3.175, 29.4273, 38.2249, 0, 
0.334972, -15.0377, -47.1977, -3.19952, 29.654, 38.5193, 0, 
0.337652, -15.1527, -47.4806, -3.22405, 29.8808, 38.8139, 0, 
0.340337, -15.2677, -47.7637, -3.24859, 30.1077, 39.1085, 0, 
0.343029, -15.3828, -48.0468, -3.27314, 30.3346, 39.4032, 0, 
0.345727, -15.4979, -48.3299, -3.29771, 30.5616, 39.698, 0, 
0.348434, -15.613, -48.6132, -3.32228, 30.7887, 39.9929, 0, 
0.35115, -15.7282, -48.8965, -3.34687, 31.0159, 40.2879, 0, 
0.353875, -15.8434, -49.1799, -3.37147, 31.2432, 40.583, 0, 
0.356612, -15.9586, -49.4634, -3.39608, 31.4705, 40.8782, 0, 
0.35936, -16.074, -49.7469, -3.42071, 31.6979, 41.1736, 0, 
0.362123, -16.1893, -50.0305, -3.44535, 31.9255, 41.469, 0, 
0.364901, -16.3047, -50.3142, -3.47001, 32.1531, 41.7645, 0, 
0.367696, -16.4202, -50.598, -3.49469, 32.3808, 42.0602, 0, 
0.370511, -16.5357, -50.8818, -3.51938, 32.6085, 42.3559, 0, 
0.373346, -16.6513, -51.1657, -3.54409, 32.8364, 42.6518, 0, 
0.376206, -16.7669, -51.4497, -3.56882, 33.0644, 42.9478, 0, 
0.379093, -16.8826, -51.7338, -3.59358, 33.2925, 43.2439, 0, 
0.38201, -16.9983, -52.0179, -3.61835, 33.5207, 43.5402, 0, 
0.384961, -17.1142, -52.302, -3.64315, 33.7491, 43.8366, 0, 
0.387951, -17.2301, -52.5863, -3.66797, 33.9775, 44.1331, 0, 
0.390985, -17.346, -52.8706, -3.69282, 34.206, 44.4298, 0, 
0.394068, -17.4621, -53.1549, -3.7177, 34.4347, 44.7266, 0, 
0.397208, -17.5782, -53.4393, -3.74262, 34.6635, 45.0236, 0, 
0.400414, -17.6945, -53.7237, -3.76757, 34.8924, 45.3207, 0, 
0.403695, -17.8108, -54.0081, -3.79256, 35.1215, 45.618, 0, 
0.407064, -17.9272, -54.2924, -3.81759, 35.3507, 45.9154, 0, 
0.410536, -18.0438, -54.5768, -3.84267, 35.58, 46.213, 0, 
0.41413, -18.1605, -54.8611, -3.86781, 35.8095, 46.5107, 0, 
0.417871, -18.2773, -55.1453, -3.89301, 36.0392, 46.8086, 0, 
0.421788, -18.3942, -55.4294, -3.91829, 36.2691, 47.1068, 0, 
0.425921, -18.5114, -55.7132, -3.94366, 36.4991, 47.405, 0, 
0.430324, -18.6287, -55.9968, -3.96913, 36.7293, 47.7035, 0, 
0.435067, -18.7463, -56.28, -3.99473, 36.9598, 48.0021, 0, 
0.440248, -18.8642, -56.5626, -4.0205, 37.1905, 48.301, 0, 
0.446003, -18.9825, -56.8444, -4.04647, 37.4215, 48.6, 0, 
0.452531, -19.1012, -57.1251, -4.07272, 37.6528, 48.8993, 0, 
0.460119, -19.2205, -57.4042, -4.09933, 37.8845, 49.1987, 0, 
0.46921, -19.3406, -57.681, -4.12646, 38.1168, 49.4984, 0, 
0.480475, -19.4619, -57.9544, -4.15433, 38.3497, 49.7982, 0, 
0.494968, -19.5848, -58.2227, -4.18328, 38.5836, 50.0983, 0, 
0.514405, -19.7102, -58.483, -4.2139, 38.8189, 50.3986, 0, 
